Index;ISBN 13;Author ID;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
8273;9,78014E+12;1554;336;26/09/2002;4,09;2088;44
8274;9,7802E+12;3111;512;25/10/2001;4;594;17
8275;9,78081E+12;3112;335;13/03/2003;4,06;2519;85
8276;9,78042E+12;3099;257;09/07/1998;3,89;337;26
8277;9,7802E+12;3113;832;01/03/2007;4,25;19;1
8278;9,78088E+12;3114;1024;08/01/1992;4,1;1245;28
8279;9,78032E+12;413;304;01/03/2007;3,39;501;84
8280;9,7802E+12;3115;784;27/08/1998;3,89;14;3
8281;9,78045E+12;3116;592;01/03/2002;3,74;95;11
8282;9,78069E+12;3117;424;21/01/1981;4,01;2815;48
8283;9,78062E+12;3118;352;10/10/2003;3,87;53;2
8284;9,78006E+12;3119;451;02/08/2005;3,87;2539;331
8285;9,7806E+12;3120;864;19/07/2005;3,79;96;6
8286;9,78079E+12;3121;152;27/06/2007;4,19;10769;282
8287;9,78074E+12;3122;272;17/12/2001;4,29;388;10
8288;9,78079E+12;2938;144;04/10/2006;3,7;1409;28
8289;9,78079E+12;3121;152;10/05/2006;4,17;24262;557
8290;9,78037E+12;3123;480;03/10/2006;3,8;189;40
8291;9,78079E+12;3121;152;14/02/2007;4,24;8900;241
8292;9,78157E+12;1572;200;30/04/2003;3,96;3138;68
8293;9,78157E+12;1572;192;30/04/2003;4,03;1092;10
8294;9,78986E+12;138;183;01/06/2004;4,5;9;1
8295;9,78986E+12;138;191;02/06/2004;4,58;5;0
8296;9,78986E+12;138;188;23/03/2005;4,6;3;0
8297;9,78986E+12;138;189;02/06/2004;4,55;5;0
8298;9,78986E+12;138;184;16/12/2004;4,57;4;0
8299;9,78986E+12;138;189;02/06/2004;4,56;6;0
8300;9,78986E+12;138;185;01/06/2004;4,52;5;0
8301;9,78986E+12;138;191;12/06/2004;4,57;5;0
8302;9,78158E+12;3124;448;03/10/2002;4,46;138;19
8303;9,78024E+12;3125;414;17/03/2003;3,83;5;0
8304;9,78185E+12;1185;704;05/08/1994;4,01;1564;25
8305;9,78067E+12;1185;303;10/07/1961;4,03;85;8
8306;9,78014E+12;1185;512;01/07/1997;3,68;199;12
8307;9,78014E+12;1185;1088;01/01/1994;4,01;62;3
8308;9,78038E+12;1185;654;17/08/1999;3,63;39333;1250
8309;9,78052E+12;1185;556;08/08/2002;3,49;27;1
8310;9,78016E+12;1189;256;08/08/2005;3,49;2953;230
8311;9,7802E+12;3126;464;19/04/1995;4,12;3907;208
8312;9,7802E+12;3126;552;11/11/1999;3,97;204;33
8313;9,7802E+12;3126;252;01/04/1978;4,06;17;1
8314;9,78023E+12;3127;192;27/12/2000;3,38;172;10
8315;9,78045E+12;270;452;29/12/1998;3,57;2149;256
8316;9,78039E+12;270;224;11/06/2002;3,81;1389;123
8317;9,7814E+12;270;304;19/04/2005;3,9;696;49
8318;9,78037E+12;3128;364;24/10/2006;4,1;10067;789
8319;9,7801E+12;3128;267;02/06/2005;3,88;5927;458
8320;9,7801E+12;3128;303;02/06/2005;3,86;4457;330
8321;9,78037E+12;3128;410;23/04/2004;4,11;10231;636
8322;9,7801E+12;3128;272;06/01/2005;3,68;9272;861
8323;9,7801E+12;3128;268;02/06/2005;3,81;5030;406
8324;9,7801E+12;3128;268;06/01/2005;4,02;5550;478
8325;9,7801E+12;3128;304;06/01/2005;4,04;7204;460
8326;9,78037E+12;3128;406;25/03/2003;3,87;3716;270
8327;9,7801E+12;3129;237;05/10/2000;3,92;147;22
8328;9,78355E+12;3129;304;01/02/2002;3,92;39;2
8329;9,78076E+12;3130;352;02/01/2006;3,53;132;15
8330;9,78193E+12;3130;448;01/10/2006;3,51;772;99
8331;9,78075E+12;3130;448;01/07/2002;3,99;301;24
8332;9,78076E+12;3130;352;28/12/2006;3,42;104;11
8333;9,78157E+12;3131;482;01/01/2002;4,38;5166;429
8334;9,78157E+12;3132;191;31/07/2005;3,89;59;4
8335;9,78038E+12;2872;352;06/03/2001;3,92;2419;102
8336;9,78038E+12;2872;352;04/09/2001;3,87;2233;109
8337;9,78038E+12;2872;389;05/01/2000;4,05;12389;364
8338;9,78079E+12;3133;512;20/09/2002;3,91;161;9
8339;9,78193E+12;3134;421;01/09/2006;4,14;35;4
8340;9,78094E+12;3134;206;15/11/2005;4,57;37;1
8341;9,78094E+12;3134;212;15/11/2003;4,69;26;0
8342;9,78096E+12;3134;232;01/12/1995;4,53;15;1
8343;9,78001E+12;1830;432;01/02/2001;2,94;65;12
8344;9,78038E+12;1443;73;24/09/2002;3,85;6361;209
8345;9,78142E+12;3135;192;06/06/2006;4,38;1598;22
8346;9,78159E+12;2336;200;10/08/2004;4,09;891;13
8347;9,78158E+12;3136;104;01/04/2006;3;6;0
8348;9,78049E+12;3137;32;01/04/1988;3,46;11;1
8349;9,78084E+12;3138;170;01/05/1999;4,31;16;0
8350;9,78988E+12;473;336;01/09/2006;3,7;47;2
8351;9,78037E+12;3139;304;15/12/2011;3,6;40;2
8352;9,7808E+12;270;640;26/08/2003;3,88;4583;328
8353;9,78032E+12;685;446;01/09/2001;3,96;301784;6170
8354;9,78038E+12;3140;355;01/06/1998;3,79;228;25
8355;9,78035E+12;3141;355;12/09/2006;4,02;27697;1190
8356;9,78035E+12;3141;401;29/08/2006;4,12;46863;1157
8357;9,78037E+12;3141;555;25/04/2006;3,99;249;20
8358;9,78055E+12;3141;419;17/01/2005;4,13;33678;1099
8359;9,78035E+12;3141;432;26/07/2005;4,17;36595;1205
8360;9,78067E+12;3141;400;01/08/1998;3,99;11151;352
8361;9,7814E+12;3142;299;05/09/2006;3,91;4568;350
8362;9,78047E+12;949;172;23/08/1996;3,98;5891;192
8363;9,78035E+12;1934;271;12/12/1986;4,18;15444;475
8364;9,78159E+12;2538;216;15/11/2005;3,97;1848;66
8365;9,7804E+12;3143;368;14/11/1997;4,03;686;64
8366;9,78082E+12;3144;384;15/03/1982;4,33;9;0
8367;9,78074E+12;2193;304;12/03/2002;4,35;5040;590
8368;9,78088E+12;3145;204;01/06/1998;4,05;534;50
8369;9,7816E+12;3146;210;01/02/2007;4,3;785;13
8370;9,78068E+12;3147;32;07/10/1997;3,87;745;28
8371;9,7816E+12;3146;216;01/05/2007;4,26;762;13
8372;9,78042E+12;3148;320;25/03/2000;3,88;5;0
8373;9,78077E+12;3149;384;03/10/2006;3,53;358;63
8374;9,7801E+12;3128;352;07/09/2006;3,78;96;17
8375;9,78157E+12;3150;240;01/11/2002;3,57;7;1
8376;9,78055E+12;1286;152;01/06/1990;3,36;406;5
8377;9,78272E+12;3146;245;20/03/2000;4,1;18;5
8378;9,78035E+12;3151;224;31/10/2006;4,04;686;8
8379;9,78035E+12;3151;224;30/01/2007;4,09;609;3
8380;9,78035E+12;3151;224;25/07/2006;3,92;1875;37
8381;9,78035E+12;3151;224;01/05/2007;4,07;467;2
8382;9,78077E+12;3152;677;01/01/1980;4,54;96;9
8383;9,78006E+12;3153;187;25/05/2004;3,79;11224;1249
8384;9,78193E+12;3154;253;01/11/2005;3,81;305;8
8385;9,78014E+12;3155;448;25/01/2005;4,05;3040;200
8386;9,78079E+12;3156;240;03/05/2006;3,75;697;43
8387;9,78156E+12;3157;384;01/09/2001;4,07;491;29
8388;9,78031E+12;571;293;01/04/2004;4,03;77100;3112
8389;9,78094E+12;3158;332;08/11/2002;4,29;792;138
8390;9,7885E+12;690;251;07/04/2006;4,08;43;5
8391;9,78074E+12;209;336;01/01/2005;3,83;1604;146
8392;9,78074E+12;209;400;01/01/2006;3,8;692;89
8393;9,78014E+12;209;336;26/04/2005;3,8;22;4
8394;9,7819E+12;209;336;12/10/1967;3,8;262;21
8395;9,78884E+12;264;288;15/04/2001;3,98;83;5
8396;9,78039E+12;209;432;22/04/2003;3,83;89;11
8397;9,78071E+12;1430;236;01/07/1987;3,92;12;1
8398;9,78032E+12;209;400;01/12/2006;3,85;58;2
8399;9,78045E+12;2407;311;01/11/2005;3,6;6969;173
8400;9,7801E+12;2407;564;18/05/2000;3,76;71712;2120
8401;9,78043E+12;2407;1222;03/11/2005;4,42;808;29
8402;9,78055E+12;1726;460;25/04/2006;3,86;53394;1527
8403;9,78043E+12;1726;413;05/07/2005;3,84;30539;453
8404;9,78043E+12;1726;384;02/09/2003;4,06;49312;1644
8405;9,78055E+12;2237;408;05/09/2000;3,76;17062;358
8406;9,78052E+12;1726;752;27/07/1991;4,24;3336;24
8407;9,78043E+12;3159;528;01/06/1993;3,78;9553;167
8408;9,78043E+12;3160;417;06/07/2004;3,9;30574;519
8409;9,78055E+12;1726;448;01/12/1998;4;31462;833
8410;9,78043E+12;1726;419;01/06/1995;3,95;24594;239
8411;9,78043E+12;1726;493;05/07/2006;3,76;22577;448
8412;9,78043E+12;1726;448;05/02/2002;3,94;61123;1047
8413;9,78055E+12;1726;649;27/04/2004;3,71;18747;559
8414;9,78043E+12;1726;289;15/02/1985;3,9;19637;228
8415;9,78055E+12;1726;436;31/10/2000;4,04;65221;2345
8416;9,78055E+12;1726;386;29/05/2007;3,82;29967;1317
8417;9,78043E+12;3159;366;01/07/1996;3,88;16242;298
8418;9,78045E+12;3161;518;01/06/2002;3,95;32385;581
8419;9,78075E+12;3159;499;16/05/1991;3,83;15666;209
8420;9,78043E+12;1726;371;06/02/2007;3,82;17016;364
8421;9,78031E+12;3162;300;11/10/2001;3,73;202;14
8422;9,7814E+12;3163;608;14/11/2006;3,99;1541;131
8423;9,78032E+12;209;896;27/08/2004;4,31;91;10
8424;9,78039E+12;3164;1008;20/09/2005;4,38;852;62
8425;9,78039E+12;3165;288;21/08/2001;4,35;456;27
8426;9,78074E+12;166;0;01/06/2004;4,5;476;9
8427;9,78039E+12;166;400;25/04/2006;4;340714;1942
8428;9,78032E+12;2240;794;22/10/2001;4,34;2023;83
8429;9,78032E+12;2240;405;09/10/2006;4,12;36333;1511
8430;9,78045E+12;2240;454;05/01/2000;4,18;33730;1309
8431;9,78032E+12;2240;821;03/11/2003;4,49;2026;27
8432;9,78045E+12;2240;432;02/10/2006;4,13;29913;1282
8433;9,78045E+12;2240;510;01/07/2002;4,2;64309;2025
8434;9,78045E+12;2240;448;01/09/2003;3,96;26998;828
8435;9,78045E+12;2240;482;01/12/2002;4,1;125864;3198
8436;9,78185E+12;3166;278;05/08/1994;3,96;117;11
8437;9,78043E+12;3167;214;05/12/2006;3,83;13896;537
8438;9,78039E+12;3168;430;30/09/2004;3,94;421;70
8439;9,78067E+12;209;391;01/02/2004;4,25;701;41
8440;9,78043E+12;3167;194;04/05/2004;3,87;12212;367
8441;9,78038E+12;3169;288;14/10/2003;4,01;111;13
8442;9,7803E+12;209;583;11/07/2000;4,25;104;6
8443;9,78067E+12;2100;692;01/11/1999;4,3;613;25
8444;9,78055E+12;3170;375;30/01/2007;4,16;26891;1501
8445;9,78055E+12;3170;451;27/12/2005;3,96;44349;1850
8446;9,78055E+12;3170;384;30/01/2001;4,16;24599;518
8447;9,78039E+12;3171;150;17/10/1999;4,11;2316;204
8448;9,78068E+12;3171;224;04/06/1991;4;5019;408
8449;9,78081E+12;3171;399;17/10/2005;3,88;843;61
8450;9,78039E+12;3172;176;17/04/1995;3,82;49;8
8451;9,78088E+12;3173;156;28/04/1991;4;0;0
8452;9,78159E+12;2420;688;25/10/2004;4,36;66382;109
8453;9,78188E+12;2420;1520;01/10/1996;4,41;170;13
8454;9,78081E+12;979;488;14/11/1995;4,35;168;12
8455;9,78081E+12;979;167;05/08/1989;3,95;529;37
8456;9,78159E+12;979;191;20/09/2004;4,03;132;19
8457;9,78068E+12;979;227;01/12/1993;4,03;61;6
8458;9,78067E+12;3174;371;01/03/1990;3,72;1399;49
8459;9,78085E+12;3175;96;27/12/1994;3,89;475;23
8460;9,78068E+12;488;240;26/08/1997;3,87;281;18
8461;9,78068E+12;488;335;09/03/1993;3,89;1965;295
8462;9,78014E+12;3176;313;01/01/2001;4,09;282;37
8463;9,78049E+12;3176;134;17/11/2003;4,05;28153;1372
8464;9,78156E+12;3176;155;01/10/1994;3,74;47;7
8465;9,78029E+12;3176;164;30/04/2001;3,96;696;25
8466;9,78014E+12;3176;181;01/09/1998;3,9;5833;255
8467;9,78193E+12;3176;250;01/07/2002;3,77;129;8
8468;9,78097E+12;3176;185;01/09/2003;3,6;86;8
8469;9,78067E+12;512;10;01/10/1996;3,76;149;2
8470;9,78076E+12;282;256;01/01/2006;4,2;4151;33
8471;9,78085E+12;3177;352;27/09/2005;4,32;661;20
8472;9,78043E+12;3177;507;01/10/1998;4,18;22863;491
8473;9,78006E+12;3177;697;03/11/1999;4,03;8829;157
8474;9,78006E+12;3177;658;03/11/1999;4,05;25955;518
8475;9,78006E+12;3177;569;26/09/2006;4,2;12118;292
8476;9,78006E+12;3177;544;10/05/1995;4,42;2583;30
8477;9,78001E+12;3177;594;01/05/1997;3,75;3942;106
8478;9,78074E+12;3177;180;01/03/2001;3,96;6294;111
8479;9,78082E+12;3178;66;24/09/2001;4,09;941;49
8480;9,78038E+12;3056;448;13/02/2001;3,86;29586;981
8481;9,78039E+12;3056;552;14/02/2006;3,86;44;5
8482;9,78055E+12;638;9;02/05/2000;4;662;23
8483;9,78067E+12;638;4;01/01/2000;3,92;6221;155
8484;9,78074E+12;638;1;01/08/2001;3,69;2824;140
8485;9,7884E+12;1102;362;01/02/1999;3,6;336;37
8486;9,78045E+12;638;255;12/11/1985;3,64;3551;33
8487;9,78043E+12;737;503;01/05/1992;4,14;170797;984
8488;9,78077E+12;3179;717;08/09/2001;3,92;339;25
8489;9,78045E+12;3180;224;01/07/1989;4,17;3162;28
8490;9,78045E+12;638;768;02/03/2004;3,93;1430;42
8491;9,78083E+12;638;332;01/09/1992;3,51;117178;2678
8492;9,78074E+12;3181;445;06/09/2005;3,83;4321;164
8493;9,78841E+12;638;375;01/07/2003;4,13;12;1
8494;9,7885E+12;638;417;30/04/2004;4;79;11
8495;9,78843E+12;1102;203;01/09/1987;3,78;91;22
8496;9,78079E+12;3182;277;29/04/2001;3,67;7852;352
8497;9,78068E+12;3183;320;01/02/1994;3,7;339;21
8498;9,78039E+12;638;2;28/10/1989;3,77;801;44
8499;9,78067E+12;638;1075;01/10/1996;4,07;3231;72
8500;9,78061E+12;638;528;04/09/2001;3,88;353;29
8501;9,78193E+12;3184;302;01/11/1999;4,17;146;13
8502;9,78052E+12;3184;692;18/11/1990;4,26;66;6
8503;9,78156E+12;3185;324;01/08/2006;4,07;2466;107
8504;9,7835E+12;86;544;01/08/1994;3,96;46;4
8505;9,78037E+12;2582;205;31/12/1988;4,16;37;4
8506;9,78081E+12;3186;224;14/06/2005;3,88;24866;1608
8507;9,78087E+12;3186;458;01/12/1985;4,44;486;20
8508;9,78035E+12;3186;184;13/09/1991;4,25;21719;491
8509;9,78084E+12;3138;170;01/06/1998;4,45;22;2
8510;9,78001E+12;3186;552;17/06/2002;4,44;29;5
8511;9,78068E+12;206;483;30/06/1992;3,84;184;21
8512;9,78002E+12;206;368;15/01/1987;3,84;19;2
8513;9,7819E+12;205;542;01/09/2011;3,86;64;8
8514;9,78159E+12;3187;121;31/03/2005;4,04;532;57
8515;9,78075E+12;205;95;15/09/2000;3,86;8;3
8516;9,78043E+12;3188;463;01/12/2004;3,94;15118;318
8517;9,78014E+12;846;388;30/08/1981;4,02;369;33
8518;9,78019E+12;846;735;18/06/1998;4,07;177;10
8519;9,78014E+12;846;400;30/07/1962;3,95;11566;222
8520;9,78076E+12;3189;256;10/05/1999;4,49;29;2
8521;9,78014E+12;360;489;30/07/1970;3,49;1050;74
8522;9,78039E+12;360;600;01/08/2005;3,95;1149;41
8523;9,78031E+12;3190;336;17/06/2003;5;1;1
8524;9,7816E+12;3191;136;01/10/2006;3,78;17325;421
8525;9,78079E+12;3133;498;15/02/2005;3,63;28;4
8526;9,78055E+12;3191;240;25/04/2006;3,86;107189;2510
8527;9,78024E+12;3192;48;01/08/2004;3,76;563;32
8528;9,78081E+12;3191;723;27/04/2004;4,11;30022;948
8529;9,78159E+12;3191;260;20/03/2001;3,64;1752;40
8530;9,78189E+12;3193;85;01/11/2006;4;3;1
8531;9,78141E+12;3191;276;19/07/2003;3,59;199;9
8532;9,78045E+12;3191;236;07/06/2005;3,93;156;17
8533;9,78081E+12;3191;211;30/12/2003;3,93;778;35
8534;9,78081E+12;3191;630;10/12/2002;4,11;114;14
8535;9,78141E+12;3191;300;24/04/2003;3,99;1956;39
8536;9,78031E+12;3194;304;06/06/2006;3,69;551;78
8537;9,78031E+12;3195;308;02/01/2007;3,68;3015;347
8538;9,78034E+12;3196;352;07/03/2002;3,54;117;16
8539;9,78156E+12;3197;270;01/11/1995;3,99;265;26
8540;9,78068E+12;1516;112;17/10/2000;3,7;113;22
8541;9,78068E+12;1516;368;05/11/1996;4;253;16
8542;9,78074E+12;1316;368;01/05/2002;3,95;213;33
8543;9,78014E+12;1351;400;04/08/1987;3,56;1418;55
8544;9,78014E+12;1351;533;01/07/1993;3,58;2015;105
8545;9,78156E+12;3198;205;07/01/1997;3,86;193;10
8546;9,78067E+12;1351;215;01/10/1990;3,63;226;3
8547;9,78006E+12;3199;32;23/01/2007;4,28;276426;4975
8548;9,78006E+12;3199;32;01/07/2007;3,57;198;22
8549;9,78159E+12;3200;304;26/07/2005;3,71;5034;305
8550;9,78074E+12;3200;304;01/10/2005;3,11;199;28
8551;9,78035E+12;3200;288;20/05/1997;3,51;189;9
8552;9,78014E+12;1718;218;06/03/2003;4,09;2630;258
8553;9,7809E+12;3201;300;01/08/2006;4,17;190;20
8554;9,7814E+12;3202;192;03/01/2007;3,43;122;12
8555;9,7809E+12;3203;190;01/06/1984;4,49;12105;568
8556;9,78068E+12;2379;441;09/09/2003;3,9;9317;700
8557;9,78074E+12;2379;2;30/08/2005;3,63;108;21
8558;9,78081E+12;205;522;15/12/2001;4,41;67;7
8559;9,78014E+12;209;240;07/04/2005;3,8;140;8
8560;9,78069E+12;3204;640;01/10/2004;4,02;2167;30
8561;9,78156E+12;3204;210;01/04/1996;3,86;8279;179
8562;9,78156E+12;3204;210;01/09/1991;3,99;53304;2118
8563;9,78156E+12;3204;215;01/02/2003;3,89;4920;95
8564;9,78156E+12;3204;228;01/12/2001;3,89;4249;89
8565;9,78185E+12;3205;416;15/08/2000;4,08;412;42
8566;9,78081E+12;3206;464;01/05/2001;4,01;14233;914
8567;9,78071E+12;3207;336;06/09/2001;4,17;2979;163
8568;9,78082E+12;490;304;01/07/2004;4,05;6783;562
8569;9,78082E+12;3208;266;01/04/2005;3,67;368;36
8570;9,78159E+12;3209;368;04/05/2006;3,67;31;7
8571;9,7809E+12;3210;353;01/10/2003;3,71;7;1
8572;9,78038E+12;3056;465;11/12/2001;3,94;324;40
8573;9,78014E+12;3056;320;01/12/1998;3,96;1509;30
8574;9,78019E+12;3056;304;06/05/1999;3,96;9;0
8575;9,78074E+12;3211;384;26/08/2003;4,09;2031;79
8576;9,7814E+12;3212;784;28/10/2003;3,95;1112;70
8577;9,78006E+12;3213;256;25/07/1979;4,22;746;34
8578;9,78044E+12;2168;160;01/12/2005;3,96;840;23
8579;9,78157E+12;3214;120;16/10/2001;3,35;83;6
8580;9,78074E+12;3211;310;30/11/2004;3,91;548;26
8581;9,78035E+12;3215;368;30/01/2007;2,89;541;100
8582;9,78038E+12;2849;24;25/02/2003;4,09;33;2
8583;9,78016E+12;3216;148;18/03/1964;3,76;6782;309
8584;9,78006E+12;3217;368;01/01/1995;3,86;649;56
8585;9,78225E+12;684;890;20/06/2001;4,36;152;11
8586;9,78068E+12;3218;142;16/04/1994;3,04;767;31
8587;9,78052E+12;209;252;05/05/2003;3,77;89;6
8588;9,7819E+12;209;593;21/03/2002;3,77;501;43
8589;9,78052E+12;209;240;30/11/1984;3,77;27;3
8590;9,78068E+12;3219;192;03/07/1998;3,82;2738;218
8591;9,78068E+12;3219;304;03/07/1998;3,86;259;34
8592;9,78032E+12;685;387;01/09/2006;3,48;10136;978
8593;9,78039E+12;209;355;23/12/2003;3,81;582;30
8594;9,78079E+12;645;352;01/08/2002;3,65;1365;16
8595;9,78156E+12;3178;69;01/05/2002;3,56;1422;76
8596;9,7819E+12;209;312;06/09/1979;3,94;2820;76
8597;9,78159E+12;266;64;10/01/2002;3,96;19;2
8598;9,78052E+12;209;168;28/04/2003;3,94;144;10
8599;9,78227E+12;927;388;06/06/1998;3,92;13;2
8600;9,78287E+12;2993;806;14/09/2002;4,24;6;1
8601;9,78082E+12;3220;120;01/11/1968;3,76;21;4
8602;9,78014E+12;2447;1232;25/03/1982;4,17;3873;459
8603;9,78069E+12;3168;344;15/09/2002;3,94;219;24
8604;9,78031E+12;3221;256;01/09/2005;4,01;64;9
8605;9,7803E+12;209;249;10/09/2003;4,02;822;58
8606;9,78052E+12;209;270;21/04/2003;4,02;149;13
8607;9,7802E+12;209;142;26/05/2005;3,74;237;18
8608;9,78158E+12;209;111;01/03/2003;3,74;223;20
8609;9,78052E+12;209;278;01/05/2003;3,74;273;10
8610;9,78076E+12;209;231;08/05/2000;3,74;65;3
8611;9,78159E+12;266;88;10/01/2002;3,91;52;8
8612;9,7819E+12;209;350;15/07/2012;3,74;219;13
8613;9,78222E+12;669;363;06/03/2003;3,74;2;0
8614;9,78068E+12;625;213;14/03/2000;3,87;3778;457
8615;9,78047E+12;3222;208;06/04/2000;4,1;526;63
8616;9,78055E+12;1286;104;01/08/1989;3,46;318;6
8617;9,78009E+12;618;268;06/04/2006;4,19;1842;104
8618;9,78075E+12;618;256;31/03/1994;4,19;210;21
8619;9,78074E+12;3223;208;02/06/2005;3,96;428;44
8620;9,78039E+12;3224;288;17/09/2003;4,03;5719;484
8621;9,78094E+12;3225;218;01/01/2010;4;908;63
8622;9,78039E+12;3226;256;13/04/1999;3,95;6724;325
8623;9,78193E+12;3227;216;16/11/2005;3,38;413;53
8624;9,78006E+12;238;312;09/01/2007;4,07;183882;9427
8625;9,78023E+12;3228;268;21/04/2006;4,09;1359;48
8626;9,78079E+12;905;246;11/10/2004;3,92;23657;692
8627;9,78068E+12;1;624;01/11/1989;4,58;433;34
8628;9,78156E+12;3229;184;22/04/2005;3,9;155;18
8629;9,78071E+12;638;560;01/10/1983;4,35;188;24
8630;9,78077E+12;1255;276;05/09/2006;4,02;8606;670
8631;9,78035E+12;3230;352;05/02/2004;3,66;10771;921
8632;9,78068E+12;3231;312;23/04/1989;4,17;8922;559
8633;9,78031E+12;1226;192;27/12/2005;3,91;488;66
8634;9,78193E+12;1226;128;15/02/2007;3,92;134;32
8635;9,78081E+12;3232;348;07/10/1996;4,17;170;22
8636;9,7814E+12;3233;361;14/02/2006;4,18;15096;452
8637;9,78076E+12;3234;342;31/07/2007;3,85;10361;531
8638;9,78076E+12;3234;382;01/02/2007;3,91;12503;532
8639;9,78076E+12;3234;384;01/02/2006;3,92;11633;554
8640;9,78158E+12;3234;320;02/02/2002;3,85;14668;881
8641;9,78076E+12;3234;352;01/02/2004;3,87;12820;637
8642;9,78006E+12;2828;321;15/06/2004;3,75;35450;1953
8643;9,78076E+12;3234;380;01/10/2005;3,75;11510;691
8644;9,78076E+12;3234;436;01/09/2006;3,71;31829;1971
8645;9,78158E+12;3234;310;01/02/2003;3,87;13669;694
8646;9,78083E+12;3235;144;01/01/1993;3,77;115;21
8647;9,78006E+12;352;320;27/09/2005;4,06;480;28
8648;9,78007E+12;352;246;18/01/2001;4,04;126;9
8649;9,78089E+12;352;143;27/04/1994;4,05;13851;462
8650;9,78045E+12;352;240;01/03/1992;3,82;40;5
8651;9,78006E+12;2828;328;16/01/2007;3,83;42028;2416
8652;9,78006E+12;2828;300;01/06/2004;3,94;52843;1868
8653;9,78006E+12;2828;325;25/05/2004;3,8;27534;1247
8654;9,78006E+12;2828;387;21/03/2006;4,07;90947;5477
8655;9,78006E+12;2828;256;25/05/2004;3,83;37206;1353
8656;9,78006E+12;2828;304;25/05/2004;3,87;29113;1203
8657;9,78014E+12;3236;320;01/04/2013;3,94;2;1
8658;9,78039E+12;3237;421;17/10/2006;4,37;1299;71
8659;9,78096E+12;3237;164;01/10/1996;4,08;1789;30
8660;9,7814E+12;3237;187;01/11/2005;3,92;786;95
8661;9,78039E+12;3237;160;17/05/2006;3,74;1109;134
8662;9,78157E+12;3237;200;03/02/2004;4,31;42;2
8663;9,78035E+12;2214;416;29/11/2005;4,33;3697;83
8664;9,78159E+12;3238;90;25/07/2006;3,31;130;16
8665;9,78157E+12;3239;320;30/03/2005;4,45;7011;39
8666;9,78014E+12;3186;420;25/07/2002;4,22;809;74
8667;9,78157E+12;3240;170;01/12/2002;3,71;41;1
8668;9,78157E+12;3241;180;12/06/2005;3,63;27;2
8669;9,78157E+12;3242;208;15/09/2003;3,92;65;1
8670;9,78157E+12;3243;189;01/04/2006;3,86;18;0
8671;9,78157E+12;3244;242;12/10/2005;4,12;38;0
8672;9,78157E+12;3239;288;01/01/2000;4,45;34;1
8673;9,78157E+12;3239;180;15/08/2004;3,9;63;2
8674;9,78157E+12;3245;211;03/12/2005;3,67;45;4
8675;9,78076E+12;3191;394;01/04/2002;3,88;142879;3087
8676;9,78031E+12;3246;434;15/02/1999;3,88;100949;7615
8677;9,78014E+12;3247;436;01/03/2007;3,83;4473;232
8678;9,78021E+12;3248;128;03/09/1999;4,19;53669;2526
8679;9,78014E+12;1920;449;28/04/1994;3,99;1683;120
8680;9,78142E+12;3249;314;04/07/2006;3,59;2000;238
8681;9,78032E+12;2023;431;01/07/2006;3,79;230;28
8682;9,78049E+12;3250;71;22/04/1997;4,02;469;40
8683;9,78013E+12;3251;343;19/06/2003;3,9;72;6
8684;9,78069E+12;1085;352;01/02/1981;3,95;353;43
8685;9,78189E+12;1624;453;25/03/2005;4,32;185;11
8686;9,78031E+12;1624;336;05/01/2002;4,09;6502;272
8687;9,78077E+12;3252;223;16/04/2005;3,25;527;60
8688;9,78073E+12;1624;301;01/07/2004;3,79;29779;1488
8689;9,78077E+12;1624;385;01/10/2005;3,69;150;14
8690;9,78077E+12;1624;320;18/07/2003;3,48;423;44
8691;9,78031E+12;1624;400;04/01/2003;4,04;1824;71
8692;9,78077E+12;1624;288;01/01/2004;3,95;9298;830
8693;9,78193E+12;1080;48;15/03/2005;4,5;8;0
8694;9,78189E+12;1624;520;01/01/2007;4,02;42;3
8695;9,78038E+12;1496;240;11/09/2001;3,77;1800;168
8696;9,78158E+12;1496;224;01/06/1998;3,88;356;28
8697;9,78038E+12;1496;205;28/07/1998;3,81;419;26
8698;9,7801E+12;1496;225;04/10/2001;3,77;49;9
8699;9,7801E+12;1496;160;03/01/2002;3,71;1252;122
8700;9,78014E+12;1718;159;01/04/1998;3,91;26776;1630
8701;9,78077E+12;1718;289;01/10/2005;3,13;2157;288
8702;9,78001E+12;1718;448;01/06/1995;4,45;507;31
8703;9,78187E+12;3253;240;14/08/1994;3;1;0
8704;9,78061E+12;141;602;01/10/1992;4,37;35;1
8705;9,78156E+12;3254;500;01/05/2004;4,19;25552;1637
8706;9,78069E+12;3255;32;01/06/1995;4,03;261;19
8707;9,78062E+12;3256;32;24/05/2004;3,24;126;16
8708;9,78015E+12;3257;40;01/05/2006;3,72;325;104
8709;9,78032E+12;726;400;20/11/2000;4,04;795;79
8710;9,78045E+12;726;448;01/06/2006;4,07;62523;1674
8711;9,78007E+12;726;210;01/01/1980;3,86;307;28
8712;9,78078E+12;726;568;30/05/2006;3,5;2427;208
8713;9,78032E+12;726;405;29/05/2007;4,15;80643;2270
8714;9,78061E+12;726;471;01/02/2002;4,08;24;4
8715;9,78031E+12;828;288;12/02/2004;3,95;323;63
8716;9,78038E+12;1283;272;08/03/2005;3,92;204;26
8717;9,78031E+12;1283;352;01/05/2005;3,94;3080;287
8718;9,78038E+12;1283;272;03/02/2004;3,92;32;9
