;ISBN 13;Book title
2476;9781586216887;Long Walk to Freedom: Autobiography of Nelson Mandela
2477;9781879373563;Navajo Long Walk
2478;9780553813531;The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America
2479;9780385602730;The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America
2480;9780394705125;The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.
2481;9781886363069;Charles Dickens as a Legal Historian
2482;9780226348186;The Progressive Historians: Turner  Beard  Parrington (Phoenix Book)
2483;9780312182625;What Did the Constitution Mean to Early Americans? (Historians at Work)
2484;9781415929018;The Historian
2485;9781400046843;See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism
2486;9780380794775;In a Dry Season (Inspector Banks  #10)
2487;9780975323113;Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region
2488;9780792273639;In Focus: National Geographic Greatest Portraits
2489;9781584281405;Portrait Photographer's Handbook
2490;9780749934422;Portrait in Death (In Death  #16)
2491;9781584281344;Posing for Portrait Photography: A Head-To-Toe Guide
2492;9782266082655;Le Portrait de Dorian Gray
2493;9781842161906;The Portrait of Dorian Gray
2494;9780393955682;The Picture of Dorian Gray
2495;9780393927542;The Picture of Dorian Gray
2496;9780192807298;The Picture of Dorian Gray
2497;9780231121255;An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh
2498;9780486218434;Technical Manual and Dictionary of Classical Ballet
2499;9780743264075;The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet
2500;9780486296388;Ballet Class
2501;9780688152024;NYC Ballet Workout
2502;9780789460974;The Illustrated Book of Ballet Stories (with CD)
2503;9780448435367;Lara's Leap of Faith (The Royal Ballet School Diaries  #2)
2504;9780448437699;Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3)
2505;9781841482644;The Barefoot Book Of Ballet Stories
2506;9780448442518;Boys or Ballet? (Royal Ballet School Diaries  #8)
2507;9780385033985;101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New
2508;9780764525681;Ballet for Dummies
2509;9780803729780;Time for Ballet
2510;9780415942577;Ballet in Western Culture: A History of Its Origins and Evolution
2511;9780448440132;Angelina's Ballet Class
2512;9780811856980;San Francisco Ballet at Seventy-Five
2513;9780500203521;Ballet and Modern Dance
2514;9780813013954;Teaching Classical Ballet
2515;9780970016409;Drat! We're Rats! (Scrambled Legs  #1)
2516;9780970016416;Battle of the Bunheads (Scrambled Legs  #2)
2517;9780590428880;Blubberina (Scrambled Legs  #5)
2518;9780811201087;The Books in My Life
2519;9780440235163;The Smoke Jumper
2520;9789500717632;La casa de los espíritus
2521;9780060086244;Last Chance Saloon
2522;9780060731304;Anybody Out There? (Walsh Family  #4)
2523;9780099489986;Watermelon (Walsh Family  #1)
2524;9780060090388;Rachel's Holiday (Walsh Family  #2)
2525;9780060090371;Lucy Sullivan Is Getting Married
2526;9780060787035;Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story
2527;9781902602325;No Dress Rehearsal
2528;9781421504612;Fullmetal Alchemist  Vol. 10
2529;9781421501758;Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5)
2530;9780552995887;The House of the Spirits
2531;9781400043187;The House of the Spirits
2533;9781932206081;Insights: Talks On The Nature Of Existence
2534;9780743285025;Palestine: Peace Not Apartheid
2535;9780743285018;Our Endangered Values: America's Moral Crisis
2536;9780743211994;An Hour Before Daylight: Memories of a Rural Boyhood
2537;9780895260901;The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry
2538;9780345425928;The Virtues of Aging
2539;9780812930344;Living Faith
2540;9780743270687;Sharing Good Times
2541;9780345479723;Until I Find You
2542;9780525948926;Atlas Shrugged
2543;9780452286368;Atlas Shrugged
2544;9780451171924;Atlas Shrugged
2545;9780394415765;Atlas Shrugged
2546;9781842430347;Skinny Legs and All
2547;9780449910283;Fannie Flagg's Original Whistle Stop Cafe Cookbook
2548;9780874776317;Free Play: Improvisation in Life and Art
2549;9780393326901;The Sari Shop
2550;9780440241416;Confessions of a Shopaholic (Shopaholic  #1)
2551;9780440241911;Shopaholic and Sister (Shopaholic  #4)
2552;9780440241812;Shopaholic Takes Manhattan (Shopaholic  #2)
2553;9780440241898;Shopaholic Ties the Knot (Shopaholic  #3)
2554;9780385338707;Shopaholic & Baby (Shopaholic  #5)
2555;9780552998871;The Secret Dreamworld of a Shopaholic (Shopaholic  #1)
2556;9781573223201;The Story of Chicago May
2557;9780252019814;Chicago Stories
2558;9780811839747;Chicago Stories: Tales of the City
2559;9780375757990;The Basic Works of Aristotle
2560;9780691019628;Fear and Trembling and The Sickness Unto Death
2561;9780486406664;Selections from Don Quixote - Selecciones de Don Quijote de la Mancha
2562;9780679428954;The Complete Collected Poems
2563;9780198245971;Hegel's Phenomenology of Spirit
2564;9780691120522;Preface to the Phenomenology of Spirit
2565;9780253209108;Hegel's Phenomenology of Spirit
2566;9780872203495;Plato: Complete Works
2567;9781559343565;A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave
2568;9780439474290;Midnight for Charlie Bone (The Children of the Red King  #1)
2569;9780807555385;The Midnight Mystery (The Boxcar Children  #95)
2570;9780375752193;Within a Budding Grove (In Search of Lost Time  #2)
2571;9780687002825;Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation
2572;9781595542328;A Time to Embrace (Timeless Love  #2)
2573;9780451200266;Devil's Embrace (Devil  #1)
2574;9780393308556;The Book of Embraces
2575;9780768423488;Experiencing Father's Embrace
2576;9780802829665;A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics
2577;9780671737696;Memory's Embrace (Corbins  #3)
2578;9780060957261;Beauty: The Invisible Embrace
2579;9780349113005;Embrace
2580;9780345464019;Saving Fish from Drowning
2581;9788408067016;Un Lugar Llamado Nada
2582;9780156032292;Virginia Woolf: An Inner Life
2583;9780141013800;Measure for Measure
2584;9780618134304;Henry Adams and the Making of America
2585;9780375714573;Persepolis: The Story of a Childhood (Persepolis  #1)
2586;9780375714665;Persepolis 2: The Story of a Return (Persepolis  #2)
2587;9780375424151;Chicken with Plums
2588;9780375714672;Embroideries
2589;9780753820254;The Shadow of the Wind (The Cemetery of Forgotten Books  #1)
2590;9780786837878;Peter and the Shadow Thieves (Peter and the Starcatchers  #2)
2591;9780765342409;Ender's Shadow (The Shadow Series  #1)
2592;9780812565959;Shadow of the Hegemon (The Shadow Series  #2)
2593;9780345453860;Shadow Dance (Buchanan-Renard  #6)
2594;9780812513738;The Shadow Rising (The Wheel of Time  #4)
2595;9781595550446;The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party
2596;9780373802548;Cast in Shadow (Chronicles of Elantra  #1)
2597;9780062507549;Owning Your Own Shadow: Understanding the Dark Side of the Psyche
2598;9780099283577;In Praise of Shadows
2599;9780060622138;Shadow of the Almighty: The Life and Testament of Jim Elliot
2600;9780515135961;Shadow Game (GhostWalkers  #1)
2601;9780099448754;The Elephant Vanishes
2602;9780099448471;Sputnik Sweetheart
2603;9780060851897;Back to Wando Passo
2604;9781842430224;Still Life with Woodpecker
2605;9781842430361;Half Asleep in Frog Pajamas
2606;9780553107753;Fierce Invalids Home from Hot Climates
2607;9783499156717;PanAroma: Jitterbug Perfume
2608;9783499154294;Ein Platz für Hot Dogs: Another Roadside Attraction
2609;9783499224423;Halbschlaf im Froschpyjama
2610;9780385333474;God Bless You  Mr. Rosewater
2611;9780385333818;Wampeters  Foma and Granfalloons
2612;9780385334143;Mother Night
2613;9780385333870;Galápagos
2614;9780099267546;Timequake
2615;9780385334235;Slapstick  or Lonesome No More!
2616;9780743410588;Like Shaking Hands with God: A Conversation About Writing
2617;9780385334266;Palm Sunday: An Autobiographical Collage
2618;9780060263195;Sun  Moon  Star
2619;9780517124369;Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions
2620;9780060544881;Bradbury Stories: 100 of His Most Celebrated Tales
2621;9780061131547;Farewell Summer (Green Town  #3)
2622;9780553286373;Classic Stories 1: The Golden Apples of the Sun/R is for Rocket
2623;9780380977260;Dandelion Wine
2624;9780060859626;The Homecoming
2625;9781877741098;Zen in the Art of Writing: Essays on Creativity
2626;9780553112443;Switch on the Night
2627;9780743474764;The Best of Ray Bradbury
2628;9780060545840;The Bradbury Chronicles: The Life of Ray Bradbury
2629;9780060777333;The Cat's Pajamas
2630;9780375415036;Essays
2631;9780143036357;Why I Write
2632;9780156421171;Homage to Catalonia
2633;9780141183725;Keep the Aspidistra Flying
2634;9780156701761;The Orwell Reader: Fiction  Essays  and Reportage
2635;9780679420255;If on a Winter's Night a Traveler
2636;9781585425006;Parachutes & Kisses
2637;9781585425242;Fear of Fifty: A Midlife Memoir
2638;9781585424993;How to Save Your Own Life: An Isadora Wing Novel
2639;9781585425495;Any Woman's Blues
2640;9781585425549;What Do Women Want?: Essays by Erica Jong
2641;9780393324358;Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones
2642;9780440201045;Serenissima aka Shylock's Daughter
2643;9781559362153;Dogeaters
2644;9780374528669;Crescent and Star: Turkey Between Two Worlds
2645;9781400034680;Love in the Time of Cholera
2646;9789500703208;El amor en los tiempos del cólera
2647;9780826414755;Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide
2648;9780571224388;The Unbearable Lightness of Being
2649;9780385468862;Obasan
2650;9780765344953;Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon
2651;9780812532579;Speaker for the Dead (Ender's Saga  #2)
2652;9780307237699;The Audacity of Hope: Thoughts on Reclaiming the American Dream
2653;9780679746324;Mao: The Unknown Story
2654;9780976072676;The Art of War
2655;9780060826581;Oracle Bones: A Journey Between China's Past and Present
2656;9780007176151;Wild Swans: Three Daughters of China
2657;9780446608473;The Wild Swans
2658;9780486424583;Women in Love
2659;9780099474128;Women Who Love Too Much
2660;9780553381412;Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why
2661;9780767902526;A Walk in the Woods: Rediscovering America on the Appalachian Trail
2662;9780307279460;A Walk in the Woods: Rediscovering America on the Appalachian Trail
2663;9780736411035;A Walk in the Woods (Stickerific)
2664;9780571219353;The Fortress of Solitude
2665;9781932806496;Fortress of Solitude / The Devil Genghis
2666;9780330261562;Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight
2667;9780156260558;Difficult Loves
2668;9780156659758;The Nonexistent Knight & The Cloven Viscount
2669;9781400042821;The View from Castle Rock
2670;9780771065262;The View From Castle Rock
2671;9780375759314;Crossing to Safety
2672;9780525477624;Oh Rats! The Story of Rats and People
2673;9780385333764;King Rat (Asian Saga  #4)
2675;9780375700989;Julius Knipl  Real Estate Photographer: The Beauty Supply District
2676;9781400102952;Blind Willow  Sleeping Woman: 24 Stories
2677;9781400044610;Blind Willow  Sleeping Woman
2678;9780316159418;The Bookseller of Kabul
2679;9780807831090;Jasmine and Stars: Reading More Than Lolita in Tehran
2680;9780393061222;Making Globalization Work
2681;9780812972351;Prep : A Novel
2682;9788426415165;Tan fuerte  tan cerca
2683;9780851703008;The Wizard of Oz
2684;9780312254995;The Ground Beneath Her Feet
2685;9780099592419;The Moor's Last Sigh
2686;9788497598361;Los Versos Satánicos
2687;9780140189353;Dangling Man
2688;9780812969993;Grimus
2689;9780140274110;Breakfast at Tiffany's
2690;9780413772428;Jesus' Son
2691;9780099440833;Angels
2692;9780060926960;The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New
2693;9780060976101;The Stars at Noon
2694;9780679781486;The Rules of Attraction
2695;9780375703843;Glamorama
2696;9780679781493;Less Than Zero
2697;9780375837890;A Christmas Memory
2698;9780375507908;In Cold Blood
2699;9781581821369;The Southern Haunting of Truman Capote
2700;9780812975932;Summer Crossing
2701;9780141185934;Answered Prayers
2702;9780679745570;The Grass Harp  Including A Tree of Night and Other Stories
2703;9780962088117;From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews
2704;9780792274575;Cruelest Journey: Six Hundred Miles To Timbuktu
2705;9780385280792;Between Time and Timbuktu or Prometheus-5
2706;9781594201080;Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance
2707;9780099468387;The Cement Garden
2708;9780099429791;Atonement
2709;9780879074494;Gertrud The Great Of Helfta: Spiritual Exercises
2710;9783518373903;Gertrud
2711;9780805232110;Der Prozess
2712;9783442730506;Naokos Lächeln
2713;9780375726521;The Ruined Map
2714;9780375726538;The Face of Another
2715;9780231082815;Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here
2716;9780375726545;Secret Rendezvous
2717;9780965913225;Oracle Night
2718;9781582346434;Eleanor Rigby
2719;9780156421355;Homo Faber
2720;9783804417830;Erläuterungen Zu Max Frisch  Homo Faber
2721;9783458340447;Homo faber: Ein Bericht.
2722;9781400076321;The Philosophy of Jean-Paul Sartre
2723;9780415278485;Being and Nothingness
2724;9780679738954;The Age of Reason
2725;9783492207003;Die Entdeckung der Langsamkeit
2726;9780385481960;Youth in Revolt: The Journals of Nick Twisp
2727;9780449911419;And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder
2728;9780571145454;Sid and Nancy: Love Kills
2729;9780553384154;Flags of Our Fathers
2730;9780440229209;Flags of Our Fathers: A Young People's Edition
2731;9781594481932;A Long Way Down
2732;9781855496958;Clockwork (Cover to Cover)
2733;9780385311298;Mary Queen of Scots
2734;9780712664561;Mary Queen of Scots and the Murder of Lord Darnley
2735;9780946487509;On the Trail of Mary  Queen of Scots
2736;9780886778446;River of Blue Fire (Otherland  #2)
2737;9780439194044;Mary  Queen of Scots: Queen Without a Country
2738;9780886779061;Mountain of Black Glass (Otherland  #3)
2739;9781860645884;Mary  Queen of Scots: Pride  Passion and a Kingdom Lost
2740;9780618254118;Queen of Scots: The True Life of Mary Stuart
2741;9780312352189;The Last Wife of Henry VIII
2742;9780345407863;The Children of Henry VIII
2743;9780060837334;The Last Days of Henry VIII
2744;9780312194390;The Autobiography of Henry VIII: With Notes by His Fool  Will Somers
2745;9780140714753;Henry VIII (Shakespeare  Pelican)
2746;9780330353823;The Memoirs of Cleopatra
2747;9780316367950;Saint George and the Dragon
2748;9780312337070;Kiss Me Like a Stranger: My Search for Love and Art
2749;9783499222504;Wie ich eines schönen Morgens im April das 100%ige Mädchen sah
2750;9781593080341;The Complete Sherlock Holmes  Volume I
2751;9781593080402;The Complete Sherlock Holmes  Volume II
2752;9780312425944;The Last of Her Kind
2753;9780449908976;Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray
2754;9781894917124;The Devil's in the Details (A Camilla MacPhee Mystery  #4)
2755;9781565117723;Wigfield: The Can-Do Town That Just May Not
2756;9780822216315;The SantaLand Diaries and Season's Greetings
2757;9780312306182;Jenny and the Jaws of Life: Short Stories
2758;9788644101277;"Venac sonetnih venaca;"" Puževa srma"
2759;9780156002165;View With a Grain of Sand: Selected Poems
2760;9780571191635;View with a Grain of Sand: Selected Poems
2761;9780156011464;Poems New and Collected
